id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,filght_time
2721,AA,1234,MIA,TPA,3,480,55,0,8:00
2722,AA,2028,STL,LGA,3,480,140,1,8:00
2723,AS,182,FAI,ANC,3,480,63,0,8:00
2724,AS,1,DCA,SEA,3,480,360,0,8:00
2725,AS,21,ORD,SEA,3,480,280,1,8:00
2726,AS,224,PDX,SFO,3,480,117,0,8:00
2727,AS,258,SEA,LAX,3,480,155,0,8:00
2728,AS,517,SNA,SEA,3,480,173,0,8:00
2729,AS,677,DEN,SEA,3,480,175,0,8:00
2730,AS,689,AUS,SJC,3,480,236,0,8:00
2731,AS,83,SEA,ANC,3,480,220,1,8:00
2732,B6,1223,BOS,RDU,3,480,125,1,8:00
2733,B6,559,HPN,TPA,3,480,174,0,8:00
2734,B6,611,JFK,JAX,3,480,154,1,8:00
2735,CO,1175,EWR,ORD,3,480,170,1,8:00
2736,CO,1700,FLL,EWR,3,480,165,0,8:00
2737,CO,659,DCA,IAH,3,480,208,0,8:00
2738,CO,769,LAS,EWR,3,480,287,1,8:00
2739,DL,1077,EWR,MSP,3,480,196,0,8:00
2740,DL,1156,MDW,ATL,3,480,114,0,8:00
2741,DL,1440,RSW,ATL,3,480,114,1,8:00
2742,DL,1524,SAT,ATL,3,480,139,1,8:00
2743,DL,1888,LAS,MEM,3,480,190,0,8:00
2744,DL,201,ATL,MCO,3,480,86,0,8:00
2745,DL,2047,LGA,ATL,3,480,161,0,8:00
2746,DL,2105,TPA,MSP,3,480,207,0,8:00
2747,DL,2348,BHM,ATL,3,480,67,1,8:00
2748,DL,2418,DTW,RSW,3,480,180,0,8:00
2749,DL,2577,MSP,FLL,3,480,210,0,8:00
2750,DL,2584,STL,SLC,3,480,202,0,8:00
2751,DL,2662,LAX,JFK,3,480,325,1,8:00
2752,DL,2666,MCO,DCA,3,480,119,0,8:00
2753,EV,4952,EYW,ATL,3,480,123,1,8:00
2754,FL,1001,MCO,MDT,3,480,138,0,8:00
2755,FL,1049,DCA,RSW,3,480,166,0,8:00
2756,FL,1096,MCO,IND,3,480,140,0,8:00
2757,FL,134,TPA,ATL,3,480,100,0,8:00
2758,FL,782,LGA,PHF,3,480,81,1,8:00
2759,FL,854,MCO,ATL,3,480,94,0,8:00
2760,HA,10,HNL,LAX,3,480,325,1,8:00
2761,HA,116,HNL,OGG,3,480,37,0,8:00
2762,HA,35,PHX,HNL,3,480,400,1,8:00
2763,MQ,3118,RNO,LAX,3,480,105,0,8:00
2764,MQ,3233,DFW,CRP,3,480,80,1,8:00
2765,MQ,3358,XNA,DFW,3,480,75,0,8:00
2766,MQ,3753,MSP,ORD,3,480,95,1,8:00
2767,MQ,4108,ORD,JAX,3,480,145,0,8:00
2768,MQ,4253,ORD,ICT,3,480,115,0,8:00
2769,MQ,4354,ORD,AZO,3,480,50,1,8:00
2770,MQ,4437,LGA,CMH,3,480,120,0,8:00
2771,MQ,4558,LGA,CLE,3,480,110,0,8:00
2772,OH,6569,MSN,CVG,3,480,89,0,8:00
2773,OO,4574,LAS,SLC,3,480,88,0,8:00
2774,OO,4866,MKE,CVG,3,480,75,1,8:00
2775,OO,6638,RKS,DEN,3,480,85,0,8:00
2776,OO,6736,DEN,RAP,3,480,67,0,8:00
2777,OO,6767,RAP,DEN,3,480,76,0,8:00
2778,OO,7046,DRO,DEN,3,480,76,1,8:00
2779,UA,17,GRR,ORD,3,480,62,0,8:00
2780,UA,316,SNA,DEN,3,480,152,0,8:00
2781,UA,361,LGA,DEN,3,480,276,0,8:00
2782,UA,672,ORD,LGA,3,480,132,1,8:00
2783,UA,920,IAH,ORD,3,480,154,0,8:00
2784,US,1050,CLT,LGA,3,480,104,1,8:00
2785,US,1101,BOS,CLT,3,480,150,0,8:00
2786,US,1249,CLT,JAX,3,480,82,0,8:00
2787,US,1783,CLT,LAS,3,480,301,0,8:00
2788,US,1904,CLT,PIT,3,480,85,0,8:00
2789,US,1920,RSW,PHL,3,480,155,0,8:00
2790,US,1967,PWM,CLT,3,480,161,1,8:00
2791,US,1983,CLT,ATL,3,480,90,0,8:00
2792,US,2025,BOS,DCA,3,480,94,0,8:00
2793,US,2118,LGA,BOS,3,480,64,0,8:00
2794,US,2119,BOS,LGA,3,480,75,1,8:00
2795,US,2162,DCA,LGA,3,480,74,1,8:00
2796,US,2165,LGA,DCA,3,480,72,1,8:00
2797,US,254,PHX,PHL,3,480,263,1,8:00
2798,US,343,IAH,PHX,3,480,186,0,8:00
2799,US,540,PHX,DFW,3,480,138,0,8:00
2800,US,71,DEN,PHX,3,480,135,0,8:00
2801,US,987,PHL,MCO,3,480,163,0,8:00
2802,US,989,CLT,FLL,3,480,119,0,8:00
2803,WN,1142,MSY,BWI,3,480,140,0,8:00
2804,WN,1147,SJC,PDX,3,480,110,0,8:00
2805,WN,11,MAF,DAL,3,480,70,0,8:00
2806,WN,1687,DEN,SLC,3,480,90,0,8:00
2807,WN,1772,SAN,TUS,3,480,70,0,8:00
2808,WN,1847,MDW,BNA,3,480,85,0,8:00
2809,WN,1949,TPA,BHM,3,480,85,0,8:00
2810,WN,2291,LAS,RNO,3,480,75,0,8:00
2811,WN,2442,AUS,LAX,3,480,205,1,8:00
2812,WN,2461,PHL,DEN,3,480,285,1,8:00
2813,WN,2660,TUS,LAX,3,480,90,0,8:00
2814,WN,2898,PHX,ABQ,3,480,65,0,8:00
2815,WN,2970,MDW,LAS,3,480,255,1,8:00
2816,WN,2984,LAX,SJC,3,480,65,0,8:00
2817,WN,3054,FLL,BWI,3,480,150,1,8:00
2818,WN,326,LAS,BNA,3,480,210,1,8:00
2819,WN,3501,MSP,MDW,3,480,95,0,8:00
2820,WN,3836,DTW,MDW,3,480,75,1,8:00
2821,WN,5,DAL,HOU,3,480,60,1,8:00
2822,WN,636,BWI,ISP,3,480,65,1,8:00
2823,WN,637,SJC,PHX,3,480,105,0,8:00
2824,WN,863,HOU,OKC,3,480,80,0,8:00
2825,WN,899,MCO,LAS,3,480,325,0,8:00
2826,WN,8,HOU,DAL,3,480,55,0,8:00
2827,WN,928,CMH,LAS,3,480,280,1,8:00
2828,WN,998,LAX,OAK,3,480,80,1,8:00
2829,XE,2189,IAH,DAL,3,480,63,1,8:00
2830,XE,2352,EWR,OMA,3,480,211,0,8:00
2831,XE,2579,IAH,SAT,3,480,59,1,8:00
2832,XE,2586,IAH,IND,3,480,133,1,8:00
2833,XE,2726,ATL,EWR,3,480,123,1,8:00
2834,YV,1002,OGG,HNL,3,480,32,0,8:00
2835,YV,2932,TUS,PHX,3,480,54,0,8:00
2836,EV,7135,IAD,CHS,3,481,101,0,8:01
2837,OO,6651,LAX,RNO,3,481,85,0,8:01
2838,UA,236,LAS,IAD,3,481,269,0,8:01
2839,XE,5935,ORD,GRB,3,481,48,1,8:01
2840,B6,140,PBI,JFK,3,482,148,0,8:02
2841,B6,232,LGB,SLC,3,482,103,0,8:02
2842,B6,575,SWF,MCO,3,482,176,0,8:02
2843,UA,635,ORD,SEA,3,482,275,1,8:02
2844,UA,885,LAS,SFO,3,482,108,0,8:02
2845,XE,2887,EWR,BWI,3,482,76,0,8:02
2846,EV,7076,IAD,SAV,3,483,105,1,8:03
2847,OO,6630,LAX,CLD,3,483,43,0,8:03
2848,OO,6745,BUR,DEN,3,483,136,0,8:03
2849,OO,6958,ORD,MKG,3,483,51,0,8:03
2850,EV,5067,BNA,ATL,3,484,81,0,8:04
2851,FL,783,PHF,LGA,3,484,80,1,8:04
2852,OO,6826,SFO,ONT,3,484,74,0,8:04
2853,UA,157,SAN,SFO,3,484,104,0,8:04
2854,XE,5905,ORD,MSN,3,484,48,0,8:04
2855,AA,1237,PHX,DFW,3,485,135,0,8:05
2856,AA,1821,MIA,LAS,3,485,330,0,8:05
2857,AA,1857,BWI,SJU,3,485,225,0,8:05
2858,AA,2305,ORD,DFW,3,485,150,1,8:05
2859,AA,258,LAS,JFK,3,485,300,0,8:05
2860,AA,717,LGA,DFW,3,485,250,0,8:05
2861,AA,849,MIA,SFO,3,485,380,1,8:05
2862,AS,62,ANC,JNU,3,485,101,0,8:05
2863,B6,109,BUF,JFK,3,485,84,0,8:05
2864,B6,1,JFK,FLL,3,485,187,1,8:05
2865,B6,520,MCO,EWR,3,485,145,0,8:05
2866,CO,1827,SAN,EWR,3,485,325,1,8:05
2867,CO,363,PHX,CLE,3,485,225,0,8:05
2868,DL,1499,BDL,FLL,3,485,196,1,8:05
2869,DL,1500,MCI,DTW,3,485,115,0,8:05
2870,DL,1610,DEN,DTW,3,485,169,0,8:05
2871,DL,1994,PHX,JFK,3,485,279,0,8:05
2872,DL,2073,CMH,ATL,3,485,100,1,8:05
2873,DL,2119,LGA,MSP,3,485,192,0,8:05
2874,DL,2635,IND,ATL,3,485,108,0,8:05
2875,F9,454,MKE,LGA,3,485,134,1,8:05
2876,FL,261,MKE,DCA,3,485,115,0,8:05
2877,HA,509,HNL,LIH,3,485,37,0,8:05
2878,MQ,2916,DFW,VPS,3,485,110,0,8:05
2879,MQ,3815,ORD,DEN,3,485,160,0,8:05
2880,MQ,3932,SGF,ORD,3,485,95,0,8:05
2881,MQ,4206,CMI,ORD,3,485,65,0,8:05
2882,OH,6692,IAH,JFK,3,485,214,0,8:05
2883,OO,6583,DEN,COS,3,485,32,0,8:05
2884,OO,7764,SLC,PIH,3,485,67,1,8:05
2885,OO,7767,RKS,SLC,3,485,65,0,8:05
2886,UA,761,ORD,SFO,3,485,285,1,8:05
2887,UA,782,ABQ,IAD,3,485,223,0,8:05
2888,WN,1107,STL,MCO,3,485,140,1,8:05
2889,WN,1199,HOU,MSY,3,485,60,0,8:05
2890,WN,1839,MDW,PHX,3,485,245,0,8:05
2891,WN,2004,MCO,BWI,3,485,130,0,8:05
2892,WN,2030,RDU,TPA,3,485,115,0,8:05
2893,WN,2698,BDL,FLL,3,485,195,1,8:05
2894,WN,3494,LAX,SLC,3,485,105,0,8:05
2895,WN,350,MDW,MCO,3,485,155,1,8:05
2896,WN,3771,DEN,MDW,3,485,135,0,8:05
2897,WN,3843,SMF,BUR,3,485,70,0,8:05
2898,WN,422,MHT,BWI,3,485,100,0,8:05
2899,WN,817,BUR,SJC,3,485,65,1,8:05
2900,WN,831,MDW,SAT,3,485,185,1,8:05
2901,WN,907,OKC,DAL,3,485,55,0,8:05
2902,WN,912,SNA,DEN,3,485,140,1,8:05
2903,WN,967,FLL,MSY,3,485,130,0,8:05
2904,WN,997,SAN,PHX,3,485,70,1,8:05
2905,XE,2373,IAH,AUS,3,485,53,1,8:05
2906,XE,2679,EWR,JAX,3,485,154,1,8:05
2907,XE,5936,ORD,ATW,3,485,50,1,8:05
2908,EV,7067,MHT,IAD,3,486,110,0,8:06
2909,OO,6509,TUS,LAX,3,486,95,1,8:06
2910,UA,667,LGA,ORD,3,486,157,0,8:06
2911,DL,14,LAS,ATL,3,487,223,0,8:07
2912,EV,5062,ATL,GSO,3,487,73,1,8:07
2913,UA,744,DEN,BOS,3,487,227,0,8:07
2914,XE,2082,CLE,DCA,3,487,72,0,8:07
2915,XE,2971,EWR,CLT,3,487,137,1,8:07
2916,UA,738,DEN,MCO,3,488,213,0,8:08
2917,B6,553,EWR,RSW,3,489,195,0,8:09
2918,UA,489,CVG,ORD,3,489,83,0,8:09
2919,AA,1098,TUS,DFW,3,490,130,1,8:10
2920,AA,1356,MSY,DFW,3,490,105,0,8:10
2921,AA,2258,DFW,PIT,3,490,150,0,8:10
2922,AA,2463,ORD,MCI,3,490,90,0,8:10
2923,AA,2545,OMA,DFW,3,490,130,1,8:10
2924,AA,299,MIA,LAX,3,490,350,1,8:10
2925,B6,1051,JFK,PIT,3,490,97,0,8:10
2926,B6,219,JFK,CLT,3,490,121,0,8:10
2927,DL,1884,TPA,CVG,3,490,133,0,8:10
2928,DL,2699,BOS,MSP,3,490,202,1,8:10
2929,DL,269,JFK,MIA,3,490,200,0,8:10
2930,EV,5109,BTR,ATL,3,490,98,0,8:10
2931,EV,5132,ATL,AGS,3,490,55,0,8:10
2932,FL,8,SJU,MCO,3,490,197,0,8:10
2933,HA,6,HNL,LAS,3,490,345,0,8:10
2934,MQ,2953,AMA,DFW,3,490,70,0,8:10
2935,MQ,3289,DFW,PNS,3,490,105,1,8:10
2936,MQ,4119,ORD,LIT,3,490,115,0,8:10
2937,MQ,4238,CMH,ORD,3,490,95,0,8:10
2938,MQ,4282,ORD,BDL,3,490,130,0,8:10
2939,MQ,4616,RDU,LGA,3,490,90,1,8:10
2940,OH,6657,JFK,MSP,3,490,210,0,8:10
2941,OO,4601,IDA,SLC,3,490,56,1,8:10
2942,OO,6593,DEN,BIL,3,490,95,0,8:10
2943,OO,6710,SLC,ORD,3,490,188,1,8:10
2944,OO,6812,ORD,SPI,3,490,51,1,8:10
2945,OO,7759,EKO,SLC,3,490,78,1,8:10
2946,UA,243,DEN,LAS,3,490,123,0,8:10
2947,UA,7,JFK,SFO,3,490,404,0,8:10
2948,US,1515,SYR,CLT,3,490,137,0,8:10
2949,US,815,PVD,CLT,3,490,142,0,8:10
2950,WN,1061,ABQ,LAX,3,490,125,0,8:10
2951,WN,1156,OAK,SNA,3,490,80,0,8:10
2952,WN,1253,TPA,PBI,3,490,55,0,8:10
2953,WN,1325,IND,MCO,3,490,140,0,8:10
2954,WN,1537,SEA,GEG,3,490,60,0,8:10
2955,WN,1669,ABQ,PHX,3,490,75,0,8:10
2956,WN,1980,JAX,BWI,3,490,110,0,8:10
2957,WN,2027,PHX,HOU,3,490,145,1,8:10
2958,WN,2113,PHL,BOS,3,490,90,0,8:10
2959,WN,2356,ABQ,OAK,3,490,155,1,8:10
2960,WN,249,LAX,SAT,3,490,165,1,8:10
2961,WN,2539,AUS,BNA,3,490,115,0,8:10
2962,WN,2552,LAS,HOU,3,490,170,1,8:10
2963,WN,2655,LAS,BUR,3,490,65,0,8:10
2964,WN,3077,SNA,OAK,3,490,80,1,8:10
2965,WN,3832,BWI,BDL,3,490,70,1,8:10
2966,WN,40,CMH,BWI,3,490,70,0,8:10
2967,WN,452,DAL,AUS,3,490,55,1,8:10
2968,WN,606,RDU,PHL,3,490,80,1,8:10
2969,WN,607,MCO,ORF,3,490,110,0,8:10
2970,WN,609,PHX,LAX,3,490,85,0,8:10
2971,WN,647,DEN,TUL,3,490,90,1,8:10
2972,WN,897,SNA,SJC,3,490,80,1,8:10
2973,XE,2056,IAH,MCI,3,490,113,1,8:10
2974,XE,2432,IAH,PBI,3,490,144,1,8:10
2975,F9,179,DEN,TUS,3,491,114,1,8:11
2976,UA,221,ORD,IAH,3,491,164,0,8:11
2977,XE,5915,ORD,FAR,3,491,113,0,8:11
2978,XE,5983,IAD,CAE,3,491,85,0,8:11
2979,OO,6982,DEN,CPR,3,492,57,0,8:12
2980,UA,418,SAN,DEN,3,492,148,0,8:12
2981,UA,491,DEN,PHX,3,492,129,0,8:12
2982,UA,579,DSM,DEN,3,492,123,0,8:12
2983,UA,988,DEN,LAX,3,492,154,0,8:12
2984,XE,2435,IAH,JAX,3,492,116,0,8:12
2985,YV,7301,MCI,IAD,3,492,141,0,8:12
2986,F9,765,DEN,LAS,3,493,114,1,8:13
2987,UA,228,DEN,DFW,3,493,119,0,8:13
2988,UA,358,DEN,LGA,3,493,225,0,8:13
2989,EV,5275,ATL,JAN,3,494,84,1,8:14
2990,UA,869,DEN,SFO,3,494,176,0,8:14
2991,XE,5937,ORD,PIA,3,494,49,1,8:14
2992,9E,3826,AZO,DTW,3,495,67,0,8:15
2993,9E,4148,BNA,CVG,3,495,73,1,8:15
2994,9E,4153,MBS,DTW,3,495,59,0,8:15
2995,9E,4212,LAN,DTW,3,495,63,0,8:15
2996,AA,114,LAX,EWR,3,495,325,1,8:15
2997,AA,1173,STL,DFW,3,495,115,1,8:15
2998,AA,1201,SNA,ORD,3,495,235,1,8:15
2999,AA,1486,LAS,DFW,3,495,160,0,8:15
3000,AA,1572,DFW,IAD,3,495,165,0,8:15
3001,AA,1695,DFW,PHX,3,495,155,0,8:15
3002,AA,1916,DFW,BDL,3,495,190,0,8:15
3003,AA,2057,ORD,SJU,3,495,270,1,8:15
3004,AA,2422,LAX,DFW,3,495,180,0,8:15
3005,AA,2585,BOS,MIA,3,495,220,0,8:15
3006,AA,392,ORD,LGA,3,495,120,1,8:15
3007,AA,39,SFO,HNL,3,495,345,1,8:15
3008,AA,708,DFW,LGA,3,495,195,1,8:15
3009,AS,17,MIA,SEA,3,495,400,1,8:15
3010,AS,451,LAX,SEA,3,495,170,0,8:15
3011,CO,166,SEA,IAH,3,495,247,1,8:15
3012,CO,1729,TUS,IAH,3,495,142,1,8:15
3013,DL,1005,ATL,DTW,3,495,125,1,8:15
3014,DL,1078,LGA,MSY,3,495,220,0,8:15
3015,DL,1581,TUS,ATL,3,495,205,1,8:15
3016,DL,1741,CVG,SLC,3,495,251,0,8:15
3017,DL,1859,JFK,ATL,3,495,163,0,8:15
3018,DL,1959,JFK,MCO,3,495,188,0,8:15
3019,DL,1987,PHL,MSP,3,495,198,0,8:15
3020,DL,2007,CLT,MSP,3,495,180,0,8:15
3021,DL,2259,BDL,MSP,3,495,190,0,8:15
3022,DL,2510,DFW,ATL,3,495,125,1,8:15
3023,DL,577,JFK,SJU,3,495,244,0,8:15
3024,EV,7111,IAD,JFK,3,495,75,1,8:15
3025,F9,320,MKE,DCA,3,495,110,0,8:15
3026,F9,847,DEN,SEA,3,495,176,1,8:15
3027,FL,435,SEA,MKE,3,495,235,0,8:15
3028,FL,501,MKE,LGA,3,495,124,0,8:15
3029,FL,773,LAS,ATL,3,495,230,0,8:15
3030,MQ,3264,DFW,XNA,3,495,65,1,8:15
3031,MQ,3311,DFW,SPS,3,495,50,1,8:15
3032,MQ,3373,CRP,DFW,3,495,80,0,8:15
3033,MQ,3844,ORD,ATL,3,495,120,0,8:15
3034,MQ,4665,LGA,ATL,3,495,165,1,8:15
3035,OH,6293,JFK,ORF,3,495,102,0,8:15
3036,OH,6402,JFK,BOS,3,495,88,0,8:15
3037,OH,6769,GSO,ATL,3,495,108,1,8:15
3038,OO,4800,LAX,SAN,3,495,46,1,8:15
3039,OO,6268,SFO,TUS,3,495,117,0,8:15
3040,OO,6447,HSV,DEN,3,495,197,0,8:15
3041,OO,6673,SFO,MRY,3,495,43,0,8:15
3042,OO,7801,SLC,TWF,3,495,60,1,8:15
3043,UA,425,IAD,SAT,3,495,239,0,8:15
3044,UA,471,DEN,SAN,3,495,148,1,8:15
3045,US,1021,LGA,CLT,3,495,127,1,8:15
3046,US,1112,PHL,BOS,3,495,85,1,8:15
3047,US,1226,EWR,CLT,3,495,125,1,8:15
3048,US,1495,ALB,CLT,3,495,144,0,8:15
3049,WN,1044,PIT,LAS,3,495,310,1,8:15
3050,WN,1070,BNA,STL,3,495,70,0,8:15
3051,WN,1103,PHX,LAS,3,495,65,1,8:15
3052,WN,1154,SAN,SFO,3,495,100,0,8:15
3053,WN,117,TUS,SAN,3,495,75,1,8:15
3054,WN,127,FLL,MDW,3,495,195,0,8:15
3055,WN,1426,DAL,LBB,3,495,65,1,8:15
3056,WN,1642,ELP,HOU,3,495,105,0,8:15
3057,WN,1678,BOS,DEN,3,495,295,1,8:15
3058,WN,1715,SLC,BOI,3,495,70,0,8:15
3059,WN,2095,DAL,LIT,3,495,60,0,8:15
3060,WN,2102,SJC,SNA,3,495,75,0,8:15
3061,WN,219,LAS,MDW,3,495,215,1,8:15
3062,WN,226,MCO,PHL,3,495,145,1,8:15
3063,WN,351,BUF,LAS,3,495,310,1,8:15
3064,WN,3595,PVD,FLL,3,495,205,0,8:15
3065,WN,3768,ONT,OAK,3,495,75,0,8:15
3066,WN,554,RSW,MDW,3,495,180,0,8:15
3067,WN,756,MCI,DAL,3,495,95,0,8:15
3068,WN,781,SMF,ONT,3,495,75,0,8:15
3069,XE,2234,EWR,DAY,3,495,122,1,8:15
3070,YV,7235,IAD,ALB,3,495,70,1,8:15
3071,OO,6443,ORD,OKC,3,496,130,1,8:16
3072,OO,6518,ORD,ICT,3,496,114,1,8:16
3073,OO,6935,ACV,CEC,3,496,27,0,8:16
3074,OO,6965,ORD,AUS,3,496,165,1,8:16
3075,EV,7136,IAD,LGA,3,497,75,1,8:17
3076,F9,772,LAS,DEN,3,497,108,0,8:17
3077,OO,6886,GJT,DEN,3,497,59,0,8:17
3078,OO,7034,MCI,SFO,3,497,238,1,8:17
3079,UA,201,IAD,SEA,3,497,358,1,8:17
3080,UA,568,ORD,SJU,3,497,275,0,8:17
3081,UA,796,IAD,LAS,3,497,319,0,8:17
3082,EV,5399,ATL,DSM,3,498,136,0,8:18
3083,HA,342,HNL,ITO,3,498,50,0,8:18
3084,OH,6405,ATL,CHS,3,498,77,1,8:18
3085,UA,699,IAD,SJU,3,498,222,0,8:18
3086,XE,2254,IAH,BTR,3,498,61,1,8:18
3087,EV,4970,ATL,GSP,3,499,57,1,8:19
3088,UA,379,IAD,MCO,3,499,147,0,8:19
3089,UA,977,IAD,DEN,3,499,255,1,8:19
3090,XE,5933,ORD,LIT,3,499,107,1,8:19
3091,AA,1132,SMF,DFW,3,500,200,0,8:20
3092,AA,1205,PHL,DFW,3,500,240,0,8:20
3093,AA,1216,SAT,DFW,3,500,70,0,8:20
3094,AA,1303,TPA,DFW,3,500,170,0,8:20
3095,AA,1381,ATL,DFW,3,500,155,1,8:20
3096,AA,1425,ORD,SNA,3,500,265,0,8:20
3097,AA,1646,TUL,DFW,3,500,80,1,8:20
3098,AA,1678,DFW,BWI,3,500,170,0,8:20
3099,AA,2041,DCA,MIA,3,500,165,1,8:20
3100,AA,2229,MIA,DFW,3,500,200,0,8:20
3101,AA,270,HNL,LAX,3,500,330,0,8:20
3102,AA,451,RDU,ORD,3,500,135,0,8:20
3103,AA,826,SLC,DFW,3,500,170,0,8:20
3104,AA,877,DCA,DFW,3,500,210,0,8:20
3105,AS,857,SEA,OGG,3,500,375,0,8:20
3106,AS,9,MCO,SEA,3,500,385,0,8:20
3107,B6,279,LAS,LGB,3,500,65,0,8:20
3108,CO,1412,CLE,LGA,3,500,84,1,8:20
3109,DL,1153,ATL,PBI,3,500,107,0,8:20
3110,DL,1198,RSW,DTW,3,500,174,0,8:20
3111,DL,1433,CLT,ATL,3,500,83,1,8:20
3112,DL,1446,PHX,ATL,3,500,211,0,8:20
3113,DL,1517,ATL,DEN,3,500,213,1,8:20
3114,DL,1555,ATL,LAX,3,500,308,1,8:20
3115,DL,1605,DTW,MCO,3,500,175,1,8:20
3116,DL,1757,ATL,SNA,3,500,305,0,8:20
3117,DL,2049,ATL,SFO,3,500,335,0,8:20
3118,DL,2063,DCA,MSP,3,500,173,0,8:20
3119,DL,2143,EWR,ATL,3,500,160,1,8:20
3120,DL,2198,MSP,DTW,3,500,109,0,8:20
3121,DL,2230,SRQ,ATL,3,500,101,1,8:20
3122,DL,2328,MCO,DTW,3,500,160,0,8:20
3123,DL,2583,ATL,SLC,3,500,265,0,8:20
3124,DL,258,SFO,MSP,3,500,217,1,8:20
3125,DL,2629,ATL,SEA,3,500,331,0,8:20
3126,DL,2714,SEA,MSP,3,500,199,0,8:20
3127,DL,2738,ATL,DCA,3,500,102,0,8:20
3128,DL,2896,ATL,MKE,3,500,126,1,8:20
3129,EV,5071,HSV,ATL,3,500,70,0,8:20
3130,EV,5603,ATL,LFT,3,500,108,1,8:20
3131,EV,7122,PNS,IAD,3,500,127,0,8:20
3132,FL,1625,PHL,MCO,3,500,169,0,8:20
3133,FL,601,BWI,RSW,3,500,161,1,8:20
3134,MQ,2778,TYS,DFW,3,500,160,0,8:20
3135,MQ,2974,ABI,DFW,3,500,55,0,8:20
3136,MQ,3192,SJC,LAX,3,500,80,0,8:20
3137,MQ,4482,RDU,DCA,3,500,60,0,8:20
3138,MQ,4567,LGA,BNA,3,500,155,1,8:20
3139,OH,6295,JAX,CVG,3,500,124,0,8:20
3140,OH,6455,ATL,CHA,3,500,65,1,8:20
3141,OO,4710,DFW,SLC,3,500,168,1,8:20
3142,OO,6742,ASE,DEN,3,500,55,0,8:20
3143,OO,6837,DEN,DRO,3,500,62,0,8:20
3144,OO,6860,DEN,ABQ,3,500,74,1,8:20
3145,OO,6880,DEN,SLC,3,500,101,0,8:20
3146,UA,202,SFO,LAX,3,500,95,0,8:20
3147,UA,205,BOS,IAD,3,500,107,0,8:20
3148,UA,436,SNA,ORD,3,500,235,1,8:20
3149,UA,958,SEA,ORD,3,500,241,0,8:20
3150,UA,99,IAD,TPA,3,500,148,0,8:20
3151,US,1411,BDL,CLT,3,500,143,0,8:20
3152,US,282,PHX,SJC,3,500,117,0,8:20
3153,US,583,DFW,PHX,3,500,172,0,8:20
3154,WN,1025,PHX,ELP,3,500,70,0,8:20
3155,WN,1587,DAL,SAT,3,500,65,0,8:20
3156,WN,1746,BWI,CLE,3,500,75,1,8:20
3157,WN,1769,BNA,MCI,3,500,105,0,8:20
3158,WN,1814,OAK,LAX,3,500,75,0,8:20
3159,WN,1868,MDW,SDF,3,500,65,1,8:20
3160,WN,1,HOU,CRP,3,500,50,1,8:20
3161,WN,2097,PDX,OAK,3,500,100,0,8:20
3162,WN,2384,BNA,RDU,3,500,85,0,8:20
3163,WN,2810,BUR,SMF,3,500,80,0,8:20
3164,WN,2895,ORF,JAX,3,500,105,1,8:20
3165,WN,2903,SAN,AUS,3,500,160,1,8:20
3166,WN,309,TPA,MCI,3,500,175,0,8:20
3167,WN,3420,LAS,SJC,3,500,85,1,8:20
3168,WN,3504,TPA,MSY,3,500,105,0,8:20
3169,WN,3862,TPA,FLL,3,500,55,0,8:20
3170,WN,437,MCO,SDF,3,500,130,0,8:20
3171,WN,466,SAT,SAN,3,500,185,1,8:20
3172,WN,622,MDW,CLE,3,500,70,0,8:20
3173,WN,667,HOU,TPA,3,500,120,1,8:20
3174,WN,704,RNO,BOI,3,500,65,1,8:20
3175,WN,755,PVD,BWI,3,500,80,1,8:20
3176,WN,857,MKE,BWI,3,500,120,0,8:20
3177,B6,1403,AUS,SFO,3,501,240,1,8:21
3178,UA,229,IAD,SAN,3,501,337,0,8:21
3179,UA,660,LAS,DEN,3,501,121,0,8:21
3180,UA,980,ORD,LAS,3,501,246,0,8:21
3181,YV,7216,ORD,MEM,3,501,100,0,8:21
3182,DL,2367,ATL,SAN,3,502,290,0,8:22
3183,DL,2437,ATL,SAT,3,502,166,0,8:22
3184,OO,7052,DEN,BOI,3,502,128,0,8:22
3185,UA,23,LAX,KOA,3,502,349,0,8:22
3186,XE,2457,EWR,RIC,3,502,94,1,8:22
3187,DL,2473,ATL,MIA,3,503,125,0,8:23
3188,EV,7085,IAD,GSP,3,503,88,1,8:23
3189,F9,262,DEN,SNA,3,503,143,0,8:23
3190,F9,791,DEN,PDX,3,503,169,1,8:23
3191,OH,6602,DCA,JAX,3,503,128,0,8:23
3192,YV,7217,IAD,DAY,3,503,86,0,8:23
3193,9E,3705,BGR,DTW,3,504,156,0,8:24
3194,HA,111,ITO,OGG,3,504,37,0,8:24
3195,OO,6555,DEN,GJT,3,504,58,0,8:24
3196,UA,319,IAD,LAX,3,504,347,1,8:24
3197,9E,3934,MEM,PIT,3,505,120,0,8:25
3198,9E,4233,MEM,CVG,3,505,85,0,8:25
3199,AA,1208,TPA,ORD,3,505,170,1,8:25
3200,AA,1720,SEA,DFW,3,505,230,0,8:25
3201,AA,1734,DFW,MCO,3,505,145,0,8:25
3202,AA,2546,MCO,JFK,3,505,150,0,8:25
3203,AA,367,FLL,DFW,3,505,195,0,8:25
3204,AS,504,SEA,SNA,3,505,162,0,8:25
3205,AS,869,SMF,OGG,3,505,335,0,8:25
3206,B6,465,BOS,RSW,3,505,220,0,8:25
3207,B6,582,FLL,HPN,3,505,165,1,8:25
