Delay,Flight,DayOfWeek,Time,Length,Airline_enc,AirportFrom_enc,AirportTo_enc
0,281,3,875,114,14,213,253
0,221,3,630,208,8,150,181
0,3092,3,856,164,16,169,94
1,4258,3,1205,80,10,117,204
1,3906,3,714,61,0,242,69
0,5014,3,330,132,6,133,14
1,1170,3,900,85,15,172,193
0,4636,3,1100,100,10,228,156
0,291,3,638,154,3,247,157
0,1147,3,395,65,15,151,253
0,1701,3,730,65,1,16,78
1,3708,3,993,69,0,14,240
0,218,4,352,41,9,125,147
1,1179,3,434,99,5,263,14
0,120,3,590,308,13,248,131
1,2713,3,1035,110,15,170,205
0,2754,3,440,90,10,155,78
0,378,3,1260,30,9,158,125
0,6629,3,1116,151,12,77,241
0,2737,3,1052,117,16,119,94
1,2259,3,675,174,5,193,256
0,7073,3,1320,81,6,131,45
1,1521,3,1040,158,5,83,271
1,6556,3,1010,124,11,194,69
0,838,3,650,212,13,248,78
1,5178,3,665,122,6,14,283
0,5101,3,1140,88,6,14,135
0,5069,3,445,77,6,9,14
0,1148,4,400,150,15,126,172
1,2189,3,1200,77,14,156,76
1,6901,3,552,122,12,204,52
0,20,3,855,310,9,125,257
1,962,3,1199,109,8,33,46
0,6472,4,455,109,12,151,2
0,2113,3,490,90,15,212,33
0,1842,3,1375,260,1,150,180
1,1425,3,975,120,5,43,14
0,303,3,360,404,13,145,248
0,1614,3,520,74,4,132,175
0,1210,3,390,185,14,78,212
0,1043,3,700,77,5,52,14
0,4072,3,875,84,0,174,281
0,2837,3,910,88,17,213,42
0,5905,3,484,48,16,204,191
0,6437,3,548,82,12,160,210
0,165,3,806,34,9,199,125
1,1048,3,707,133,8,236,76
1,4344,3,1000,80,10,83,204
1,1537,3,750,65,15,150,238
0,1093,3,385,90,15,41,43
0,4242,3,775,105,10,56,145
1,2871,3,990,55,15,239,73
0,4675,3,915,115,12,256,42
0,2380,3,780,121,16,132,17
1,6622,3,1175,109,11,174,204
0,4235,3,885,147,0,145,58
0,34,3,1180,85,14,213,151
1,277,4,435,190,15,151,169
1,2599,3,420,212,5,193,213
0,2787,4,420,81,5,97,193
0,162,3,1034,139,13,204,33
0,511,3,510,77,5,14,144
0,4172,3,525,85,0,174,136
0,74,3,1070,368,14,212,247
0,1120,3,880,90,15,274,151
0,3004,4,445,160,10,77,151
0,4223,3,360,125,10,233,204
0,949,3,825,125,15,256,198
1,2843,3,1080,157,5,94,14
0,2574,3,1180,125,1,180,14
0,2935,3,1025,58,16,8,132
1,4755,3,760,125,12,56,193
0,6271,3,394,51,12,204,107
1,179,3,960,180,15,16,43
1,748,3,765,85,15,200,126
0,557,3,961,80,13,59,204
1,837,3,1190,70,15,238,213
0,1085,3,930,357,5,193,12
0,29,3,560,79,14,58,14
1,1753,3,665,70,15,144,102
1,3915,4,375,50,15,16,126
0,428,3,840,70,1,132,78
1,4291,3,970,60,10,204,136
0,1069,3,1300,120,1,78,77
0,2920,3,440,145,10,60,78
0,2268,3,470,72,16,132,155
1,24,3,691,153,3,271,145
0,1413,3,465,175,1,78,150
1,1700,3,690,124,14,180,58
1,1464,3,1080,124,14,58,204
0,243,3,490,123,13,77,150
0,190,3,1270,101,8,14,76
0,4543,3,1050,73,12,32,256
0,1293,3,1115,165,1,74,78
0,1616,4,440,168,5,77,14
1,2206,3,1195,125,15,213,239
1,1433,3,645,160,5,14,16
0,7014,3,355,101,12,227,248
0,612,3,525,148,14,210,213
0,2751,3,1125,90,17,2,213
1,1135,3,1085,207,14,212,194
1,519,3,1020,260,1,204,151
1,527,3,730,140,15,271,136
0,335,3,980,34,9,199,125
1,2804,3,1130,265,5,194,151
0,3367,3,525,70,10,78,152
0,109,3,873,93,13,204,193
1,606,3,965,265,1,78,255
1,2117,3,625,175,15,271,179
1,548,3,1185,137,14,213,78
1,4351,3,1170,70,10,204,163
0,6612,4,360,93,12,256,77
0,2258,4,385,184,5,228,193
0,1285,3,1076,110,5,14,209
1,537,3,1145,80,15,203,257
0,600,3,365,111,13,204,76
0,372,3,755,90,15,172,169
0,4021,3,939,145,0,156,52
1,400,3,655,205,1,78,145
1,2215,3,525,203,5,83,77
1,2724,3,390,79,5,27,193
0,1954,3,890,80,1,151,248
0,3949,3,540,94,0,83,184
0,2810,3,500,80,15,42,257
1,1433,3,640,130,1,180,194
0,3934,3,380,83,0,273,174
0,740,3,363,237,3,220,145
1,2110,3,1031,129,16,63,132
0,6642,3,627,93,11,205,145
0,4381,3,940,135,0,25,83
0,2621,3,405,145,16,94,246
1,7354,3,650,76,6,14,99
1,6979,3,742,153,12,132,204
0,565,3,1216,90,13,248,151
1,5188,3,1105,103,6,159,14
0,1060,3,1145,135,1,263,156
1,373,3,765,195,1,78,259
0,1200,3,595,163,5,14,33
0,2414,4,380,169,5,102,145
1,3320,3,685,200,15,150,194
0,4559,3,680,58,12,256,134
1,130,3,635,70,15,2,274
0,1671,3,1160,114,5,136,193
0,630,3,1195,120,15,213,253
1,905,3,1220,85,15,77,200
1,1071,3,810,150,15,77,259
1,2796,3,970,121,16,132,14
1,360,3,455,127,8,14,156
1,1406,3,362,188,4,216,132
0,1624,3,1065,114,5,14,43
1,495,3,515,85,8,43,58
0,115,3,458,34,9,199,125
0,575,3,900,83,7,77,256
1,3,3,515,285,5,256,145
0,2033,3,990,125,1,31,78
0,4665,3,1290,54,12,256,134
0,2906,3,835,105,16,193,56
0,955,3,985,97,13,248,238
1,1775,3,475,185,1,236,78
1,1635,3,905,250,1,145,255
0,2276,3,1010,135,16,132,69
0,1495,4,425,175,1,144,78
0,2127,3,720,72,14,33,156
1,1045,3,865,100,5,136,14
1,212,3,816,129,13,109,77
0,3230,3,575,55,10,78,277
0,6446,3,805,60,11,212,145
0,5275,3,360,86,6,99,14
0,494,3,550,139,13,204,33
1,4312,3,425,60,10,107,204
1,2849,3,1175,305,5,83,247
0,1177,3,735,95,5,228,14
1,2479,3,573,122,5,181,14
0,897,3,1019,135,8,156,136
1,264,3,815,60,15,271,102
1,2703,3,985,128,5,69,170
0,92,3,1392,248,3,256,145
0,6423,4,335,75,11,74,83
0,2161,3,360,59,14,156,76
0,82,3,1307,301,3,247,145
1,806,3,395,105,15,198,210
0,3691,3,1305,125,0,14,233
1,4764,3,1115,65,12,56,69
1,41,3,555,181,3,145,170
1,3498,3,840,205,15,151,263
1,7094,3,1324,92,6,131,224
1,6596,3,807,96,12,248,176
0,647,3,660,60,15,273,73
1,1461,3,605,240,1,78,248
0,2724,4,390,79,5,27,193
1,1116,3,1125,55,15,231,198
0,189,3,958,42,9,147,125
1,252,3,875,280,1,151,180
0,3325,3,715,75,15,156,43
0,2014,3,915,118,5,69,156
1,432,3,830,215,15,150,136
0,2909,3,925,96,5,193,263
0,2617,3,689,51,17,58,118
0,1127,3,465,100,15,73,263
0,3709,3,1300,90,0,83,115
0,2314,3,1065,150,5,14,20
0,2027,3,540,93,14,33,76
0,1080,3,905,77,5,14,58
0,6480,3,455,80,12,285,151
1,669,4,450,125,15,256,151
0,1452,3,440,56,14,196,58
1,3980,3,875,120,10,204,133
0,364,3,1106,141,13,151,77
0,1583,3,365,141,5,236,69
0,922,4,425,90,15,257,259
0,2257,3,1005,130,5,256,247
0,1542,4,395,322,5,247,145
1,6540,3,546,136,12,77,222
1,759,3,1185,205,1,78,151
0,4712,3,570,49,12,238,151
0,1126,3,841,94,5,14,74
1,4828,3,1092,108,12,248,256
0,4597,3,435,97,12,77,256
0,1814,3,605,215,15,151,194
1,1693,3,1040,175,1,170,78
0,723,3,1425,216,3,145,35
0,1524,3,730,109,5,14,43
0,5237,3,875,109,6,33,76
0,1017,3,1130,115,1,263,78
0,37,3,470,176,3,145,271
0,1062,3,790,220,3,16,145
1,834,3,893,152,7,247,77
1,2608,3,1135,164,5,193,94
1,215,3,926,249,13,170,77
1,1790,3,1340,97,14,58,271
0,3262,3,700,80,10,162,78
1,3247,3,1100,95,15,274,151
1,6460,3,600,89,11,145,33
0,4100,4,420,110,10,279,204
0,3202,3,1120,190,10,52,78
0,2984,4,430,85,15,213,151
1,370,3,795,125,1,204,156
1,7756,3,1005,67,12,256,47
0,82,3,570,200,2,12,247
0,2692,4,360,105,17,174,58
0,6506,3,509,119,12,151,32
1,4983,3,1023,156,6,127,14
0,2816,3,390,96,17,98,213
1,1654,3,980,200,1,78,259
0,843,3,909,91,8,14,170
1,5318,3,1305,80,6,14,154
1,228,3,1020,270,4,94,77
0,665,3,1140,77,14,259,213
1,1481,3,835,60,1,200,78
1,6424,3,990,92,11,78,174
0,1737,3,730,85,14,76,58
0,850,3,785,65,8,95,170
0,1894,3,470,156,14,209,212
1,1543,3,830,119,5,132,14
1,3929,4,445,106,0,19,193
0,5165,3,350,60,6,9,14
1,2710,3,1060,140,15,228,263
0,2128,3,460,95,16,56,33
0,605,3,790,164,2,150,247
0,110,3,400,117,7,77,193
1,6586,4,360,131,12,222,77
0,3633,4,435,120,10,180,58
0,6342,3,1205,47,12,151,238
0,1038,3,445,140,1,78,193
1,831,3,380,135,15,212,172
1,178,3,645,107,7,274,77
1,398,3,510,141,4,77,132
0,509,3,1299,183,13,77,247
0,4093,4,420,65,10,115,204
1,2822,3,733,232,5,213,83
1,7,3,595,135,15,126,102
1,3411,3,705,225,15,169,151
1,4283,3,1130,49,0,59,69
0,5142,3,345,119,6,8,14
0,7329,3,782,68,6,279,14
0,1183,3,690,94,14,33,212
0,3861,3,1165,127,0,174,239
1,4315,3,790,95,10,56,204
1,1645,3,588,99,5,76,83
1,2349,3,740,65,15,198,42
0,4456,3,667,91,12,256,165
1,616,3,1145,105,15,73,89
1,6515,3,995,147,11,144,156
0,5934,4,360,96,16,105,204
0,2216,3,678,132,16,144,94
0,6743,3,360,55,12,15,204
1,1174,3,870,105,15,126,31
0,7035,3,760,141,12,151,210
1,863,3,760,145,1,180,255
1,3899,3,1190,93,0,83,92
0,3850,3,445,68,0,83,216
1,1971,3,1195,70,15,194,126
0,3030,3,1025,65,10,190,151
0,5546,3,825,58,6,14,119
1,1936,3,601,70,5,181,83
1,4088,3,1240,115,10,204,97
1,1316,3,707,173,5,77,14
0,1249,3,775,135,1,76,263
0,3358,3,480,75,10,283,78
1,1815,3,855,185,15,16,150
0,1010,3,670,78,5,14,58
1,362,3,678,162,3,209,156
1,1180,3,1130,65,15,213,2
0,518,3,640,135,15,259,77
0,540,3,1150,180,1,180,83
0,178,3,584,240,13,151,204
0,3319,3,600,45,10,78,111
0,4449,3,450,115,12,133,193
0,6313,3,810,49,11,69,130
0,1910,3,705,75,1,151,150
1,1774,3,1335,98,14,58,83
0,6423,3,1240,46,12,247,210
1,1112,3,495,85,14,212,33
1,2046,3,1170,86,14,76,33
0,951,3,415,130,15,43,172
0,547,3,900,156,14,78,213
0,3041,3,600,40,10,151,238
0,1678,3,1005,65,4,239,132
1,6812,3,490,51,12,204,260
0,2821,4,388,107,16,205,56
0,250,3,1090,77,3,157,198
0,5013,3,685,74,6,263,174
1,3711,3,741,142,0,224,83
1,1079,3,620,65,15,43,228
1,175,3,1365,84,5,14,170
0,6597,3,969,144,12,16,77
0,4280,4,420,130,10,129,204
1,1626,3,1049,125,5,102,14
0,1740,4,450,175,1,259,78
0,193,4,395,150,4,170,94
1,3079,3,930,65,15,31,263
0,4275,3,360,55,10,191,204
0,3084,3,525,50,10,238,151
1,792,3,465,85,15,31,144
1,2586,3,1060,144,5,14,156
0,7119,3,370,80,6,233,131
1,2324,3,1140,74,16,56,10
1,131,3,985,100,5,14,236
0,3370,3,515,80,10,78,39
1,88,3,1140,244,4,94,132
1,1596,3,999,95,8,271,114
0,7261,3,1040,141,17,169,131
0,2048,3,1260,81,14,76,33
0,242,3,807,188,5,180,83
1,2305,3,545,259,5,193,248
0,2766,3,585,88,17,42,213
0,739,3,430,256,13,170,77
0,4947,3,905,64,6,14,45
0,1036,3,680,49,17,125,140
0,64,3,742,232,5,150,14
1,1423,3,1040,70,15,138,43
1,6829,3,563,95,12,248,227
0,7320,4,390,66,6,251,174
0,249,3,800,60,15,239,73
0,314,3,1070,127,2,247,248
1,4611,3,510,133,12,256,248
0,7218,3,360,100,17,14,131
0,9,3,540,60,15,73,126
0,759,4,425,70,15,253,203
0,1869,3,1340,78,14,58,31
0,323,4,430,135,1,31,78
1,3705,3,1100,135,10,76,204
0,98,3,719,117,13,150,77
0,1517,4,375,81,14,20,76
1,910,3,1040,50,15,31,25
0,4569,3,825,62,12,193,97
1,2317,3,635,155,1,204,78
1,5216,3,1195,122,6,263,76
0,616,3,840,111,13,204,76
0,2697,3,1266,82,17,213,157
0,6479,3,620,175,12,77,216
0,2742,3,585,143,5,14,94
0,3393,3,390,140,10,78,181
0,2337,4,405,107,16,119,94
0,433,3,755,121,8,181,14
1,3322,3,915,190,15,138,102
0,2708,3,1090,70,17,150,151
0,542,3,380,113,14,253,213
0,2747,3,960,95,17,243,213
0,575,3,815,154,2,238,210
1,2603,3,1195,184,5,83,102
1,945,3,1005,75,15,213,259
0,1684,3,540,250,15,271,77
0,1691,3,1370,82,5,14,271
0,2894,3,555,165,10,181,78
1,4209,3,990,90,10,56,204
0,5366,3,360,119,6,249,14
1,784,3,1260,190,1,78,156
0,913,4,330,72,14,229,58
1,1135,3,515,275,15,20,77
1,2542,3,895,143,5,14,94
0,513,3,605,37,9,125,158
1,2524,3,920,88,16,56,179
1,4844,3,1025,99,12,256,225
0,1004,4,420,122,5,273,14
1,6544,3,606,45,12,77,13
0,5140,3,940,130,6,143,83
1,3484,3,945,165,15,150,247
1,1725,3,435,131,5,43,14
0,425,4,360,175,15,33,172
1,6945,3,840,89,12,77,200
1,1308,3,1070,145,15,263,236
1,1100,3,1055,75,15,246,172
1,1076,3,1205,267,5,145,239
1,63,3,662,115,8,131,14
1,208,3,405,95,15,259,213
1,122,3,1170,180,15,239,150
1,1100,3,1011,79,4,94,33
1,4308,3,845,106,0,83,229
1,1981,3,605,146,14,76,271
0,2197,3,1035,92,16,56,191
1,6974,3,380,67,12,123,77
0,6533,3,1030,89,12,134,77
0,812,3,510,95,8,33,43
0,1266,3,770,124,14,14,212
0,2817,3,560,260,5,174,151
0,3888,3,855,63,0,174,31
1,20,3,520,235,2,247,204
0,758,3,460,100,15,159,172
1,2801,3,735,55,15,271,209
0,414,4,370,129,13,204,20
0,1949,3,395,60,15,102,271
1,430,3,595,164,3,170,33
0,678,3,1270,130,14,213,32
1,1206,3,650,160,3,236,127
1,2573,3,450,111,16,132,31
1,1815,3,360,138,4,201,132
0,202,4,355,49,9,125,140
1,220,4,380,115,15,25,126
0,2023,3,537,148,5,33,83
0,4940,4,330,147,6,201,14
0,183,3,390,75,14,203,213
0,335,3,1280,85,15,259,257
0,4855,3,700,80,12,26,256
0,1495,3,580,124,5,14,95
0,6302,3,450,130,11,69,33
1,632,3,1100,200,1,78,33
1,370,3,1205,85,15,212,33
1,1621,3,860,73,4,132,175
1,6636,3,712,131,12,219,77
0,477,3,380,165,2,151,247
1,2417,3,950,278,5,83,150
1,3762,3,915,102,0,14,211
1,153,3,1177,45,2,207,202
0,1657,4,435,105,5,69,14
1,720,3,890,124,14,180,58
0,326,3,775,127,2,247,253
0,1462,3,385,95,1,169,204
1,581,3,1000,55,15,144,271
1,528,3,610,215,15,150,136
0,7052,3,362,76,12,81,77
0,6771,3,460,87,11,83,268
0,2327,4,390,107,16,133,132
0,1419,3,580,370,14,212,151
0,2463,3,490,90,1,204,169
1,1741,3,1060,140,15,236,43
1,396,3,450,65,15,198,42
0,1024,4,365,175,5,20,14
1,531,3,621,275,13,204,151
0,4719,3,515,113,12,256,157
0,1084,3,1160,112,3,58,145
0,1990,3,890,105,14,58,136
1,1762,3,780,149,14,193,212
1,630,3,899,180,13,194,77
1,2448,3,420,85,16,159,132
1,1069,3,900,292,4,150,94
0,3266,3,640,85,10,39,78
0,667,3,553,167,3,41,170
0,122,3,462,50,9,125,140
1,4600,3,613,117,12,248,256
1,252,3,692,188,5,102,83
0,6486,3,936,56,12,77,65
0,203,3,360,171,13,33,204
1,452,3,490,55,15,73,16
0,1670,4,360,165,1,16,204
0,3024,4,330,70,16,128,132
1,782,3,445,240,15,151,172
0,560,3,830,235,1,231,204
0,174,3,840,335,4,125,259
0,6725,3,1292,146,12,77,219
0,868,3,1030,129,14,144,212
0,892,4,420,110,15,25,43
1,5978,3,817,72,16,232,131
0,531,3,960,135,1,76,263
1,148,3,1270,70,14,213,150
0,386,3,510,227,7,77,102
0,2672,3,870,57,17,58,135
1,1774,3,720,195,15,213,247
1,17,3,495,400,2,180,247
0,5992,4,360,60,16,115,204
0,7051,3,1081,74,12,5,248
0,3702,4,330,50,0,235,193
1,1618,3,970,130,15,263,212
0,1847,3,685,125,1,78,77
1,106,3,645,210,4,132,94
0,4274,4,355,120,0,11,174
0,1001,4,360,71,3,33,145
1,1557,3,755,170,1,33,204
0,2925,3,525,90,10,39,78
1,6632,3,959,103,11,76,154
0,6429,3,637,102,12,150,248
1,2840,3,860,160,10,107,78
0,1361,4,385,135,1,129,78
0,6575,3,565,95,11,174,169
0,6472,3,661,125,12,2,151
1,997,3,485,70,15,238,213
0,2970,3,430,80,10,8,78
1,595,3,934,166,3,127,170
1,347,3,809,182,3,145,262
0,3914,4,360,105,10,133,204
1,6612,3,1045,102,11,268,145
0,4514,3,895,120,10,76,31
1,339,3,690,183,13,77,247
0,983,3,1079,115,14,204,58
0,155,3,1150,85,15,248,238
1,996,3,680,180,15,150,126
0,249,3,1033,139,13,131,204
0,1646,4,50,212,5,213,14
0,1354,3,370,265,1,150,180
0,934,3,420,343,13,125,151
0,1140,3,475,125,1,78,14
1,1644,3,1255,249,4,132,257
0,2054,4,330,75,5,218,14
0,2904,3,679,54,17,58,135
1,2307,3,1010,85,5,52,14
0,485,3,1080,265,14,212,77
0,682,4,370,140,15,16,77
0,60,3,440,65,2,146,148
0,234,4,360,96,13,201,204
0,1468,3,420,65,15,263,31
0,4056,3,535,75,10,204,69
1,2292,3,612,198,5,213,193
0,2091,3,665,92,5,14,271
1,1055,3,730,145,15,170,212
1,63,3,1045,244,4,94,132
1,2121,3,1170,270,5,83,213
0,1086,3,555,84,5,174,14
1,593,3,1071,289,13,33,77
1,177,3,682,408,13,33,248
0,4506,3,1055,84,10,33,156
1,1795,3,1240,75,15,213,259
1,851,3,775,310,15,144,150
1,2192,3,510,158,5,271,83
1,857,3,715,60,15,43,138
0,599,3,421,150,8,233,14
1,530,3,635,150,15,126,77
1,1702,3,660,379,4,94,248
1,1219,3,1230,89,3,33,41
0,1769,4,420,82,5,14,170
0,3054,3,460,40,10,151,241
0,1268,3,986,76,5,14,85
0,794,3,515,143,7,210,77
1,6406,3,766,90,12,91,248
1,791,3,840,340,15,212,213
1,1401,3,975,120,14,58,102
0,1187,3,450,142,5,83,14
0,4562,3,1190,97,12,256,63
0,688,3,748,122,8,133,14
0,885,3,520,80,15,257,151
0,4120,3,800,124,0,211,14
0,894,4,371,159,13,77,151
0,520,3,360,84,13,193,204
0,6886,3,497,59,12,112,77
0,3096,4,455,144,16,132,59
1,1501,3,1145,189,4,94,102
0,4650,3,360,150,10,156,14
0,5054,3,515,101,6,174,58
0,2145,3,840,139,16,201,132
0,1433,3,380,205,1,20,180
0,2942,3,729,86,17,69,58
0,894,3,371,159,13,77,151
1,1583,4,405,115,14,212,58
1,458,3,1165,177,3,102,33
1,1392,3,540,125,15,210,150
0,3867,3,475,95,10,83,204
1,6575,3,621,75,12,176,248
1,40,3,595,140,15,43,170
1,966,3,775,150,15,43,271
1,1717,3,1040,110,15,73,89
0,949,3,920,65,15,198,42
0,4265,3,890,100,10,249,204
0,2206,3,644,91,16,11,132
1,6563,3,825,45,12,13,77
1,1972,4,330,85,5,271,14
0,3342,3,735,80,10,78,66
0,1587,4,415,65,15,152,73
1,1707,3,910,141,4,271,132
1,1703,3,515,318,4,151,94
1,1656,3,650,105,15,210,253
1,6444,3,865,57,12,258,151
1,58,3,695,139,4,77,132
1,4368,3,870,70,10,204,69
1,505,3,795,70,15,238,213
0,1225,3,360,120,1,63,78
0,1601,3,455,165,15,271,223
0,6728,3,1175,143,12,77,181
1,264,3,590,135,15,263,271
0,756,3,495,95,15,169,73
0,2879,3,1260,90,17,213,22
1,236,3,950,185,15,170,169
0,2767,3,630,105,10,78,281
0,2839,3,587,65,17,213,101
0,2648,3,536,135,5,14,41
0,2887,3,1045,135,15,259,77
1,3682,3,730,195,15,102,16
1,6929,3,1173,64,12,77,81
0,1625,4,360,120,5,43,14
0,545,3,1085,65,1,78,132
0,791,3,371,120,13,150,77
1,414,3,805,145,15,43,263
1,3501,3,605,50,15,172,136
0,5339,3,435,77,6,272,14
1,2,4,390,55,15,126,73
0,477,4,380,165,2,151,247
1,3915,3,580,85,15,31,172
1,1252,3,605,70,15,43,223
0,821,3,1050,85,8,43,33
0,2828,3,625,135,10,281,78
0,4006,3,895,86,0,174,69
0,151,3,1085,95,15,213,256
0,11,3,480,70,15,167,73
0,2551,3,1060,149,16,144,132
0,2029,3,479,195,1,156,180
0,700,3,1185,65,15,42,253
0,6528,3,1025,79,12,151,213
0,2021,3,360,96,14,33,76
0,26,3,1075,234,2,247,204
0,96,3,375,85,8,228,14
1,258,3,767,125,8,104,14
0,431,3,970,80,5,14,58
1,4442,3,1155,89,12,77,256
0,663,3,1135,270,2,78,247
1,1362,3,760,130,1,204,145
0,280,3,550,285,1,151,180
0,923,3,390,125,8,169,14
1,1677,3,1125,260,1,204,259
0,507,4,75,167,4,203,132
1,1468,3,895,348,4,94,150
1,2875,3,1095,165,16,74,132
1,1062,3,1005,185,1,78,212
0,1452,4,440,56,14,196,58
0,5393,4,330,57,6,177,14
1,7770,4,433,81,12,256,250
0,380,3,1100,85,15,143,126
0,995,3,640,155,15,156,172
0,2723,3,895,65,10,11,78
0,2741,3,910,75,10,78,155
1,2608,3,747,212,5,259,193
0,636,4,391,88,13,204,216
1,928,3,868,120,14,58,204
0,5256,4,450,115,6,272,83
1,4090,3,1320,130,10,204,200
0,2431,3,575,59,16,56,136
0,2621,3,825,91,17,131,58
1,1437,3,385,142,4,271,132
0,6256,3,805,135,11,193,31
1,212,3,1055,143,13,77,132
0,73,3,455,107,2,146,12
1,6950,3,770,103,12,213,77
0,3396,3,430,75,10,167,78
1,4363,3,700,80,0,216,69
0,690,3,720,63,2,247,109
1,2982,3,630,95,15,144,31
0,2635,3,510,185,15,212,102
0,428,3,800,168,7,77,14
0,6570,3,687,149,11,204,145
0,240,4,345,55,4,16,132
1,1158,3,990,70,1,78,239
0,6546,3,549,74,12,176,210
1,6515,4,441,87,12,248,160
0,507,3,396,158,13,204,78
0,4076,4,370,130,10,97,204
1,902,3,810,195,1,180,78
1,3015,3,340,59,16,66,132
0,1461,4,365,120,15,77,150
0,2555,3,715,85,16,114,132
0,4,3,420,60,15,126,73
1,3808,3,645,180,10,204,2
1,110,3,1015,103,4,56,94
1,2116,3,995,225,15,169,151
0,2356,4,355,125,5,228,83
1,6487,3,888,91,12,274,151
1,6603,3,855,134,11,193,200
0,2921,3,388,182,16,117,132
1,66,3,1200,138,2,146,247
0,4748,3,1094,106,12,198,256
1,2903,3,1235,65,15,43,41
0,387,3,1115,133,13,193,77
1,677,3,742,218,4,212,132
1,1915,3,735,175,1,78,256
1,2238,3,660,108,16,119,94
0,5200,3,1185,83,6,174,14
0,1789,3,680,292,14,58,150
0,4743,4,400,135,12,56,193
1,917,3,990,170,3,145,204
1,83,3,851,359,13,151,125
0,909,3,595,115,15,43,246
0,5069,4,445,77,6,9,14
1,763,3,695,149,13,77,238
1,6362,3,975,72,11,69,117
0,599,4,425,130,15,213,257
1,2855,3,785,120,15,150,152
1,1627,3,565,90,1,78,169
0,62,3,410,189,14,77,58
1,2724,3,710,151,17,16,58
0,735,3,1090,160,1,76,180
0,4678,3,790,110,12,42,256
0,3696,3,870,80,10,205,145
0,2400,3,1070,152,5,14,33
0,2781,3,1170,145,10,78,117
0,6410,3,1069,77,12,42,248
1,595,3,985,65,15,172,246
1,74,3,777,117,8,102,14
1,2115,3,965,84,5,14,114
1,1824,3,510,50,15,43,205
0,4134,3,710,165,10,20,204
1,6839,3,740,99,12,204,201
0,6645,3,1216,33,12,187,248
0,6265,3,825,81,11,83,233
1,1704,3,1069,184,5,102,83
0,452,4,400,70,15,167,73
0,2817,3,883,150,16,246,132
1,177,3,580,340,3,145,213
1,244,3,975,162,4,132,56
0,4426,3,1040,110,10,83,156
1,6506,3,460,106,11,69,212
1,328,3,822,133,7,181,33
0,1897,3,1040,255,1,94,78
0,363,3,420,153,8,156,14
0,2069,4,415,125,5,229,14
1,31,3,930,60,15,126,128
1,45,3,990,190,4,94,180
0,1199,3,1035,91,14,216,58
0,2347,3,1085,150,1,204,78
0,23,3,720,60,15,73,126
0,760,3,792,253,13,248,204
0,2095,4,362,206,16,216,132
1,3677,3,1195,55,0,83,168
0,888,3,435,75,15,42,198
1,3138,3,1205,55,15,239,73
1,1267,3,457,235,14,212,78
0,687,3,925,99,3,33,76
1,865,3,1240,154,14,212,170
0,1775,3,1170,214,5,174,213
0,1170,3,895,87,14,58,216
1,1022,3,1220,68,14,58,229
0,4613,3,930,62,12,193,97
1,7267,3,585,118,17,204,14
0,468,3,540,96,13,248,238
1,5254,3,761,86,6,240,14
1,53,3,707,73,3,233,145
0,2999,3,1260,77,16,56,181
1,5525,3,732,112,6,56,14
1,5250,3,595,94,6,76,33
1,30,3,525,115,8,14,172
0,6311,3,1350,50,12,151,222
1,489,3,1115,185,1,212,180
1,1692,3,950,130,15,210,150
1,2556,3,780,175,5,193,94
0,4580,3,1100,125,10,58,156
0,806,4,380,93,8,33,43
1,452,3,1199,135,7,181,156
1,2092,3,1085,160,5,271,83
1,888,3,545,125,15,198,109
0,2724,3,1140,73,16,132,116
1,3157,3,805,130,10,237,151
0,2774,3,1110,113,16,74,94
0,1755,3,360,105,1,2,78
1,1107,3,1310,95,5,256,231
1,782,3,596,125,8,211,170
0,3658,4,430,135,10,118,180
0,4631,3,625,110,10,156,228
0,1544,3,625,158,4,132,56
1,2163,3,420,71,14,156,76
1,1159,3,1170,163,5,14,239
0,339,3,660,135,3,131,170
1,6769,3,672,72,11,14,129
1,5328,3,582,65,6,119,14
1,1763,3,800,200,1,180,204
1,5522,3,630,56,6,14,25
0,6491,3,510,156,12,127,204
1,6641,3,1192,54,12,112,77
1,6310,3,1135,125,12,2,151
0,1308,3,765,175,1,151,16
0,423,3,1079,249,13,170,77
0,2455,3,1290,58,16,94,223
1,869,3,590,155,15,77,151
1,1001,3,530,200,15,210,169
0,1576,3,1120,55,1,78,200
0,598,3,1175,150,1,78,228
0,6942,3,676,38,12,77,63
0,2071,4,430,131,5,247,256
0,2620,3,666,104,16,133,132
1,567,3,990,175,15,212,271
0,504,3,740,205,1,253,78
0,1178,4,435,95,15,73,263
1,3997,3,720,115,10,97,204
1,1089,3,600,70,15,213,150
1,548,3,775,135,1,204,33
1,2611,3,1125,144,16,246,132
1,525,3,580,170,15,151,16
1,254,3,735,270,4,248,56
0,572,3,765,195,8,213,181
1,1079,3,455,95,5,14,59
0,6680,3,420,79,11,15,83
1,497,3,845,174,2,238,247
0,1295,3,733,112,5,216,14
0,53,3,880,105,2,12,244
0,2325,3,900,123,5,43,14
1,6594,3,375,150,11,25,156
1,719,3,1175,110,15,170,194
0,2787,3,935,80,10,162,78
1,56,3,828,312,13,147,248
1,3757,3,1090,160,10,239,204
1,3230,3,780,130,15,43,144
0,453,3,370,135,7,156,181
0,6627,3,915,134,12,77,222
0,6439,3,990,173,11,69,132
1,2079,3,510,260,1,204,238
0,2840,3,985,86,16,132,218
0,196,4,405,177,4,150,132
0,2092,3,455,180,15,43,169
0,1129,3,1345,54,14,58,196
0,1299,3,725,102,14,171,58
